Source,Description,Category,Sound ID,BE Classification,AroMN,AroSD,ValMN,ValSD,DomMN,DomSD,FearMN,FearSD,HapMN,HapSD,SadMN,SadSD
Expanded,Bells7,Daily Routine Sound,0410,FH,4.91 ,1.87 ,4.82 ,1.50 ,5.18 ,2.06 ,2.55 ,1.44 ,3.09 ,2.07 ,1.91 ,1.02 
Expanded,Telephong Bell,Daily Routine Sound,0416,F,7.18 ,2.11 ,1.95 ,1.13 ,4.09 ,2.47 ,4.27 ,2.59 ,1.41 ,0.80 ,2.45 ,2.48 
Expanded,Siren5,Transport,0417,F,5.55 ,1.82 ,4.68 ,1.13 ,4.59 ,1.92 ,4.45 ,1.99 ,2.91 ,1.85 ,2.77 ,1.97 
Expanded,Birds2,Animals ,0419,H,4.55 ,2.36 ,7.86 ,0.99 ,6.68 ,2.01 ,1.18 ,0.39 ,6.95 ,1.17 ,1.41 ,0.80 
Expanded,Birds4,Nature,0420,H,4.16 ,2.12 ,6.28 ,2.28 ,5.76 ,2.50 ,1.60 ,1.19 ,5.52 ,1.69 ,2.04 ,1.49 
Expanded,Valley3,Nature,0421,H,5.00 ,2.02 ,6.77 ,1.27 ,5.50 ,2.06 ,1.64 ,1.00 ,5.77 ,1.66 ,1.86 ,0.94 
Expanded,Valley4,Nature,0422,H,4.55 ,1.87 ,6.27 ,1.70 ,6.45 ,1.79 ,2.14 ,1.49 ,5.50 ,2.22 ,1.86 ,1.08 
Expanded,Tape1,Daily Routine Sound,0423,F,5.00 ,1.12 ,3.68 ,1.28 ,5.36 ,1.75 ,4.08 ,2.64 ,2.48 ,1.71 ,2.68 ,2.17 
Expanded,Spring3,Daily Routine Sound,0426,H,6.05 ,1.25 ,4.55 ,1.65 ,5.73 ,1.52 ,2.73 ,1.75 ,5.09 ,2.16 ,1.77 ,1.41 
Expanded,Shooting1,Breaking Sound,0431,F,7.00 ,1.47 ,3.72 ,1.59 ,3.20 ,2.04 ,5.88 ,2.40 ,2.88 ,2.11 ,3.24 ,2.20 
Expanded,Shooting2,Breaking Sound,0432,F,6.27 ,2.05 ,2.73 ,0.94 ,4.27 ,2.53 ,5.18 ,2.20 ,1.82 ,1.14 ,2.59 ,2.02 
Expanded,Shooting3,Breaking Sound,0433,F,7.00 ,1.51 ,2.95 ,1.00 ,3.73 ,1.70 ,5.73 ,2.12 ,1.91 ,1.06 ,3.05 ,1.76 
Expanded,Shooting4,Breaking Sound,0434,F,6.21 ,1.59 ,2.88 ,1.19 ,3.67 ,1.97 ,5.38 ,2.20 ,1.79 ,1.02 ,2.92 ,1.91 
Expanded,Shooting5,Breaking Sound,0437,F,7.00 ,1.50 ,2.46 ,1.06 ,3.58 ,2.43 ,5.58 ,2.32 ,1.96 ,1.37 ,2.79 ,1.74 
Expanded,Shooting6,Breaking Sound,0439,F,6.95 ,1.13 ,2.95 ,1.50 ,3.32 ,1.84 ,6.05 ,1.81 ,3.27 ,2.19 ,3.45 ,1.87 
Expanded,Tabor,Music,0441,H,6.64 ,1.43 ,6.50 ,1.10 ,6.23 ,1.38 ,2.05 ,1.33 ,6.95 ,1.13 ,1.64 ,1.00 
Expanded,Temple Bell1,Daily Routine Sound,0442,F,4.59 ,1.50 ,4.27 ,1.32 ,4.86 ,1.88 ,4.64 ,2.26 ,2.77 ,1.63 ,3.32 ,2.10 
Expanded,Radio2,Daily Routine Sound,0443,F,5.95 ,1.76 ,3.18 ,1.33 ,3.82 ,1.56 ,5.05 ,2.17 ,2.00 ,1.35 ,3.18 ,1.94 
Expanded,Fencing2,Breaking Sound,0444,FH,5.00 ,1.45 ,5.18 ,1.10 ,6.27 ,2.10 ,2.77 ,1.90 ,3.55 ,2.09 ,1.41 ,0.73 
Expanded,Piano1,Music,0445,H,5.32 ,1.73 ,5.86 ,1.32 ,5.86 ,2.03 ,2.05 ,1.36 ,5.05 ,1.99 ,2.41 ,1.62 
Expanded,Electronic Sound30,Electric sound,0447,U,5.36 ,1.26 ,4.95 ,0.95 ,5.32 ,1.84 ,3.73 ,1.86 ,3.27 ,1.80 ,2.68 ,1.46 
Expanded,Machine Error6,Daily Routine Sound,0448,F,7.82 ,1.22 ,2.68 ,1.59 ,4.18 ,2.75 ,6.05 ,2.59 ,2.00 ,1.66 ,3.00 ,2.67 
Expanded,Shooting7,Breaking Sound,0450,F,7.04 ,1.20 ,3.54 ,1.14 ,3.67 ,1.63 ,5.75 ,2.23 ,2.38 ,1.71 ,2.71 ,1.83 
Expanded,Electronic Sound31,Electric sound,0451,H,6.14 ,1.32 ,5.68 ,1.49 ,5.23 ,2.05 ,2.55 ,1.68 ,5.09 ,2.20 ,1.50 ,0.74 
Expanded,Machine Error7,Daily Routine Sound,0452,F,7.82 ,1.05 ,2.23 ,0.97 ,3.05 ,1.79 ,6.82 ,1.94 ,1.55 ,0.80 ,2.59 ,2.06 
Expanded,Gunslinging3,Breaking Sound,0453,F,5.27 ,1.35 ,4.45 ,1.47 ,4.77 ,1.85 ,4.23 ,2.27 ,2.05 ,1.43 ,2.68 ,1.81 
Expanded,Spring1,Nature,0461,HF,3.96 ,1.65 ,4.83 ,1.37 ,6.96 ,1.49 ,2.67 ,1.79 ,3.38 ,2.22 ,1.67 ,0.82 
Expanded,Thunderstorm4,Nature,0463,F,6.05 ,1.70 ,2.82 ,0.91 ,4.09 ,2.16 ,6.09 ,1.97 ,1.95 ,0.95 ,3.59 ,2.20 
Expanded,Clap,Daily Routine Sound,0466,F,6.28 ,1.74 ,3.68 ,1.41 ,4.28 ,2.32 ,5.12 ,2.20 ,2.96 ,1.95 ,3.20 ,2.18 
Expanded,Ring1,Daily Routine Sound,0468,F,6.82 ,1.44 ,3.23 ,1.88 ,3.36 ,1.89 ,4.50 ,2.50 ,1.91 ,1.11 ,2.32 ,1.70 
Expanded,Electronic Sound32,Electric sound,0469,F,7.00 ,1.20 ,3.73 ,1.83 ,4.14 ,1.61 ,4.27 ,2.29 ,3.45 ,2.24 ,1.77 ,1.23 
Expanded,Working2,Daily Routine Sound,0471,F,5.08 ,1.32 ,3.88 ,1.33 ,4.75 ,1.94 ,3.58 ,2.10 ,2.63 ,1.86 ,1.71 ,1.16 
Expanded,Cat3,Animals ,0472,H,5.27 ,1.91 ,7.14 ,1.17 ,6.00 ,1.66 ,2.14 ,1.21 ,6.68 ,1.36 ,2.00 ,1.35 
Expanded,Recess Bell,Scenarios,0480,U,4.91 ,1.85 ,4.55 ,1.53 ,4.86 ,2.12 ,3.55 ,2.69 ,3.18 ,1.71 ,3.68 ,2.66 
Expanded,Doorbell2,Daily Routine Sound,0481,F,5.50 ,1.62 ,4.54 ,1.53 ,4.88 ,1.94 ,4.13 ,2.35 ,3.04 ,1.71 ,3.17 ,2.20 
Expanded,Temple Bell2,Daily Routine Sound,0482,FS,3.75 ,1.59 ,5.17 ,1.52 ,5.50 ,1.62 ,3.79 ,2.23 ,2.50 ,1.47 ,3.21 ,1.86 
Expanded,Temple Bell3,Daily Routine Sound,0483,FS,4.82 ,1.56 ,4.82 ,1.22 ,5.05 ,2.32 ,4.32 ,2.63 ,2.00 ,1.15 ,3.68 ,2.44 
Expanded,Keys1,Daily Routine Sound,0485,F,5.75 ,1.59 ,3.88 ,1.45 ,4.54 ,2.38 ,4.00 ,2.59 ,2.38 ,1.41 ,2.13 ,2.19 
Expanded,Ring2,Daily Routine Sound,0489,F,7.29 ,1.20 ,3.46 ,1.72 ,4.88 ,2.15 ,3.46 ,1.96 ,2.58 ,2.00 ,2.17 ,1.76 
Expanded,Child sing,People,0490,U,6.50 ,1.74 ,3.46 ,1.50 ,5.58 ,1.77 ,3.83 ,2.53 ,3.00 ,2.04 ,2.46 ,1.74 
Expanded,School Bell,Daily Routine Sound,0491,H,5.71 ,1.73 ,6.04 ,1.23 ,6.04 ,2.05 ,2.04 ,1.30 ,5.21 ,1.96 ,2.75 ,2.03 
Expanded,Ring3,Daily Routine Sound,0495,U,6.18 ,1.59 ,4.09 ,1.34 ,4.73 ,2.25 ,3.32 ,2.44 ,2.77 ,1.95 ,2.18 ,1.26 
Expanded,Harmonica,Music,0500,H,6.13 ,1.23 ,5.83 ,0.92 ,5.71 ,1.76 ,2.00 ,1.06 ,4.83 ,2.01 ,1.88 ,1.15 
Expanded,LightMusic29,Music,0503,H,4.55 ,1.53 ,6.00 ,1.31 ,5.41 ,1.62 ,2.91 ,2.07 ,4.32 ,2.08 ,3.09 ,1.80 
Expanded,Head Mast,Daily Routine Sound,0507,F,6.17 ,1.55 ,3.63 ,1.58 ,4.33 ,2.37 ,5.13 ,2.38 ,2.17 ,1.37 ,2.92 ,1.86 
Expanded,Rooster1,Animals ,0511,H,6.50 ,1.71 ,5.27 ,1.88 ,5.77 ,1.74 ,1.86 ,1.25 ,4.27 ,2.45 ,1.95 ,1.81 
Expanded,Rooster2,Animals ,0515,H,6.95 ,1.96 ,5.77 ,1.45 ,5.50 ,2.48 ,1.45 ,0.67 ,4.23 ,2.54 ,1.27 ,0.70 
Expanded,Hens1,Animals ,0516,FH,6.08 ,1.91 ,4.08 ,1.78 ,4.84 ,2.48 ,3.32 ,2.30 ,3.76 ,2.33 ,1.64 ,1.08 
Expanded,Crow as a Cook,Animals ,0518,H,6.36 ,1.85 ,5.40 ,2.10 ,6.48 ,1.71 ,1.52 ,0.96 ,4.60 ,2.06 ,1.84 ,1.31 
Expanded,Hens2,Animals ,0521,H,6.41 ,1.33 ,5.00 ,1.31 ,6.36 ,1.62 ,1.86 ,0.83 ,5.59 ,1.26 ,1.36 ,0.66 
Expanded,Lighter,Daily Routine Sound,0524,FH,5.45 ,1.60 ,4.59 ,1.30 ,5.55 ,2.18 ,3.86 ,2.25 ,3.55 ,1.97 ,2.00 ,1.57 
Expanded,Keys2,Daily Routine Sound,0525,U,4.36 ,1.43 ,4.68 ,1.43 ,5.73 ,1.88 ,3.09 ,2.00 ,3.18 ,1.92 ,2.45 ,1.87 
Expanded,Drawer,Daily Routine Sound,0528,U,3.68 ,1.55 ,5.14 ,1.08 ,6.18 ,1.74 ,2.32 ,1.67 ,2.05 ,1.65 ,1.59 ,0.91 
Expanded,Clean Drawer,Daily Routine Sound,0531,F,5.58 ,1.61 ,3.79 ,1.50 ,4.67 ,2.04 ,4.42 ,2.38 ,2.67 ,1.76 ,2.25 ,1.85 
Expanded,Temple Bell4,Daily Routine Sound,0533,FS,5.08 ,1.79 ,3.67 ,1.43 ,4.46 ,2.06 ,5.46 ,2.32 ,1.71 ,0.75 ,4.29 ,2.12 
Expanded,Play Pebble,Daily Routine Sound,0539,U,4.45 ,1.41 ,4.77 ,0.75 ,5.73 ,1.55 ,3.05 ,1.70 ,2.95 ,1.73 ,2.73 ,1.52 
Expanded,Bowl1,Daily Routine Sound,0547,F,4.50 ,1.53 ,4.38 ,1.31 ,5.33 ,2.16 ,4.79 ,2.47 ,3.00 ,1.77 ,1.96 ,1.37 
Expanded,Smashing,Breaking Sound,0550,F,7.23 ,1.38 ,2.45 ,0.96 ,3.77 ,2.00 ,5.86 ,2.32 ,1.73 ,0.98 ,3.86 ,2.32 
Expanded,Barking2,Animals ,0551,F,6.27 ,1.72 ,3.32 ,1.09 ,4.95 ,1.96 ,4.27 ,2.14 ,2.41 ,1.53 ,1.77 ,0.81 
Expanded,Hog,Animals ,0553,F,7.17 ,0.76 ,3.25 ,1.19 ,3.13 ,1.85 ,5.96 ,2.24 ,2.29 ,1.65 ,2.33 ,1.81 
Expanded,Barking3,Animals ,0555,U,5.05 ,1.29 ,4.64 ,1.40 ,5.32 ,2.12 ,2.50 ,1.97 ,2.23 ,1.82 ,1.86 ,1.13 
Expanded,Machine7,Daily Routine Sound,0556,U,4.46 ,1.77 ,4.50 ,0.93 ,5.58 ,1.91 ,2.67 ,1.71 ,2.83 ,1.95 ,2.29 ,1.81 
Expanded,Close the Door1,Daily Routine Sound,0558,F,3.86 ,1.46 ,4.41 ,1.10 ,4.91 ,1.85 ,3.82 ,2.56 ,2.36 ,1.43 ,2.41 ,2.02 
Expanded,Open the Door1,Daily Routine Sound,0566,F,4.91 ,1.34 ,4.41 ,1.01 ,4.73 ,1.72 ,4.86 ,2.21 ,2.86 ,1.70 ,2.95 ,1.70 
Expanded,Rolling Mill,Daily Routine Sound,0572,F,6.41 ,1.05 ,3.68 ,1.43 ,4.32 ,1.64 ,5.05 ,2.19 ,3.36 ,1.62 ,2.05 ,1.00 
Expanded,Close the Door3,Daily Routine Sound,0576,F,6.23 ,1.34 ,2.91 ,1.02 ,3.68 ,1.39 ,5.82 ,1.84 ,2.18 ,1.33 ,4.05 ,2.28 
Expanded,Open the Door4,Daily Routine Sound,0577,FH,5.09 ,0.92 ,4.36 ,1.05 ,5.86 ,1.36 ,3.50 ,1.65 ,2.95 ,1.79 ,2.64 ,1.65 
Expanded,Gong1,Music,0581,F,7.09 ,1.38 ,4.27 ,1.32 ,4.00 ,1.63 ,4.18 ,2.13 ,3.32 ,1.55 ,1.91 ,1.38 
Expanded,Woodblocks,Music,0582,H,4.68 ,1.64 ,6.05 ,1.50 ,6.00 ,2.18 ,1.55 ,0.86 ,4.55 ,2.20 ,2.09 ,1.77 
Expanded,Electricdrill1,Daily Routine Sound,0583,F,5.21 ,1.47 ,3.83 ,1.05 ,5.29 ,1.85 ,3.04 ,1.85 ,2.58 ,1.77 ,1.54 ,1.02 
Expanded,Electronic Sound33,Electric sound,0585,F,6.72 ,1.70 ,3.92 ,1.35 ,3.88 ,2.47 ,5.08 ,2.63 ,3.12 ,2.30 ,2.36 ,1.78 
Expanded,Electronic Sound34,Electric sound,0586,FH,5.91 ,1.69 ,4.45 ,1.26 ,4.50 ,1.90 ,3.64 ,2.22 ,3.86 ,2.12 ,1.91 ,1.19 
Expanded,Electronic Sound35,Electric sound,0587,F,7.00 ,1.47 ,2.96 ,1.60 ,3.38 ,1.74 ,5.50 ,2.02 ,3.29 ,2.03 ,3.71 ,2.58 
Expanded,Beat a Drum,Daily Routine Sound,0593,H,4.71 ,2.18 ,5.79 ,1.41 ,6.79 ,1.44 ,3.08 ,2.04 ,4.83 ,2.06 ,2.08 ,1.38 
Expanded,Pops4,Music,0594,H,7.68 ,1.21 ,6.50 ,1.26 ,6.09 ,1.41 ,2.27 ,1.52 ,6.95 ,1.00 ,1.41 ,0.59 
Expanded,Electrowelding,Daily Routine Sound,0595,F,6.64 ,1.26 ,2.73 ,1.20 ,3.41 ,1.50 ,5.45 ,1.87 ,1.68 ,0.95 ,2.68 ,1.46 
Expanded,Suspense Thriller6,Sound Effect,0597,FH,6.46 ,1.56 ,4.54 ,1.47 ,3.92 ,1.67 ,4.04 ,2.44 ,3.58 ,2.38 ,2.17 ,1.40 
Expanded,Machine8,Daily Routine Sound,0600,F,5.73 ,1.42 ,4.27 ,1.45 ,5.14 ,1.46 ,4.36 ,2.24 ,3.09 ,2.16 ,1.95 ,1.17 
Expanded,Gun,Breaking Sound,0602,F,6.64 ,1.36 ,3.95 ,1.13 ,4.05 ,1.76 ,5.05 ,2.50 ,2.14 ,1.75 ,2.27 ,1.67 
Expanded,Thunder2,Nature,0603,F,7.50 ,1.54 ,2.41 ,1.10 ,2.77 ,1.63 ,7.27 ,1.42 ,1.64 ,1.43 ,3.82 ,1.97 
Expanded,Firearm,Breaking Sound,0604,F,7.32 ,2.15 ,2.52 ,1.39 ,2.64 ,2.31 ,7.36 ,1.47 ,2.08 ,1.53 ,4.56 ,2.62 
Expanded,Crump,Breaking Sound,0605,F,7.36 ,1.29 ,3.50 ,1.37 ,3.09 ,1.44 ,5.59 ,2.20 ,2.09 ,1.31 ,3.18 ,2.22 
Expanded,Bomb7,Breaking Sound,0606,F,7.17 ,0.82 ,3.13 ,1.08 ,3.04 ,2.10 ,6.58 ,1.91 ,2.38 ,1.69 ,2.83 ,2.28 
Expanded,Bomb8,Breaking Sound,0607,F,7.41 ,1.18 ,2.95 ,1.73 ,3.09 ,2.33 ,7.00 ,2.29 ,1.55 ,0.91 ,4.05 ,2.80 
Expanded,Auto Racing,Transport,0608,F,6.09 ,1.80 ,2.77 ,1.07 ,3.77 ,2.09 ,5.18 ,2.34 ,1.86 ,1.36 ,2.64 ,1.59 
Expanded,Fly,Animals ,0609,F,5.55 ,1.47 ,3.23 ,1.38 ,3.91 ,1.82 ,5.32 ,2.34 ,2.41 ,1.84 ,3.50 ,1.97 
Expanded,VideoGame1,Electric sound,0610,F,7.04 ,1.65 ,3.08 ,1.58 ,3.84 ,2.48 ,5.16 ,2.44 ,3.64 ,2.08 ,2.20 ,1.71 
Expanded,VideoGame2,Electric sound,0611,F,5.67 ,1.97 ,3.25 ,1.54 ,4.42 ,2.22 ,4.75 ,2.42 ,3.13 ,2.31 ,2.92 ,1.84 
Expanded,Trumpet1,Music,0616,H,7.00 ,1.10 ,6.13 ,1.33 ,6.13 ,1.68 ,1.67 ,0.96 ,5.96 ,1.99 ,1.38 ,0.65 
Expanded,Trumpet2,Music,0617,H,6.82 ,1.01 ,5.55 ,1.26 ,5.41 ,1.68 ,2.27 ,1.45 ,5.82 ,1.97 ,1.95 ,1.29 
Expanded,VideoGame3,Electric sound,0620,H,7.23 ,1.23 ,6.09 ,1.63 ,5.82 ,1.53 ,2.36 ,1.62 ,6.18 ,2.17 ,1.50 ,0.86 
Expanded,Rain4,Nature,0621,U,5.25 ,1.48 ,4.46 ,1.50 ,6.13 ,1.45 ,2.58 ,1.64 ,3.04 ,1.99 ,2.00 ,1.41 
Expanded,Spit,Nature,0622,U,4.14 ,1.21 ,4.41 ,1.76 ,5.14 ,1.78 ,3.14 ,2.14 ,2.64 ,2.06 ,2.36 ,1.81 
Expanded,Thunder3,Nature,0624,F,4.55 ,1.37 ,3.73 ,1.28 ,4.68 ,1.46 ,3.77 ,2.37 ,1.77 ,0.97 ,2.00 ,1.35 
Expanded,Bell4,Daily Routine Sound,0627,F,7.54 ,1.47 ,3.67 ,1.20 ,3.58 ,1.77 ,4.71 ,2.05 ,3.17 ,1.79 ,1.79 ,1.18 
Expanded,Electronic Sound36,Electric sound,0629,F,7.08 ,1.38 ,3.46 ,1.93 ,4.13 ,2.25 ,4.33 ,2.06 ,2.50 ,1.89 ,1.96 ,0.75 
Expanded,Toilet2,Daily Routine Sound,0630,F,6.86 ,1.64 ,3.50 ,1.41 ,4.00 ,1.63 ,4.14 ,2.08 ,1.86 ,1.08 ,1.86 ,0.94 
Expanded,Machine9,Daily Routine Sound,0637,F,7.18 ,1.59 ,1.95 ,1.13 ,3.77 ,2.31 ,5.27 ,2.83 ,1.64 ,1.36 ,2.18 ,2.02 
Expanded,Cellophane Tape,Daily Routine Sound,0639,F,5.91 ,1.69 ,3.05 ,1.05 ,3.95 ,1.50 ,4.86 ,2.10 ,1.82 ,0.96 ,2.09 ,1.27 
Expanded,VideoGame4,Electric sound,0641,F,7.42 ,1.14 ,3.29 ,1.57 ,3.71 ,1.81 ,5.00 ,2.19 ,3.88 ,2.31 ,2.29 ,1.78 
Expanded,Machine Gun3,Breaking Sound,0643,F,6.32 ,1.21 ,3.27 ,1.32 ,4.00 ,1.88 ,5.64 ,1.79 ,2.36 ,1.73 ,3.18 ,2.02 
Expanded,Clean up the Room,Daily Routine Sound,0644,U,5.79 ,1.35 ,3.54 ,1.64 ,4.83 ,1.93 ,3.08 ,2.02 ,2.67 ,1.95 ,2.21 ,1.77 
Expanded,Gale4,Daily Routine Sound,0646,FH,3.95 ,1.36 ,5.00 ,1.31 ,5.91 ,2.11 ,2.64 ,2.06 ,3.14 ,1.98 ,1.82 ,1.30 
Expanded,Unlocking,Daily Routine Sound,0647,U,4.67 ,1.55 ,4.92 ,0.88 ,6.08 ,1.72 ,1.83 ,0.87 ,2.50 ,1.77 ,1.92 ,1.28 
Expanded,Draw Lots,Daily Routine Sound,0648,FH,6.27 ,1.39 ,4.00 ,1.48 ,5.73 ,1.83 ,3.05 ,2.10 ,3.50 ,2.02 ,2.09 ,1.77 
Expanded,Weights,Daily Routine Sound,0652,F,6.73 ,1.32 ,3.82 ,1.40 ,4.14 ,1.73 ,5.64 ,1.87 ,2.82 ,1.71 ,2.68 ,1.55 
Expanded,Suspense Thriller7,Sound Effect,0653,F,6.32 ,1.39 ,3.27 ,0.98 ,3.64 ,1.36 ,6.23 ,1.60 ,2.00 ,0.93 ,3.36 ,2.19 
Expanded,Motorcycle2,Transport,0654,F,4.64 ,1.84 ,4.09 ,1.44 ,4.77 ,2.52 ,3.14 ,2.14 ,1.91 ,1.63 ,1.82 ,1.50 
Expanded,Stone Strike,Daily Routine Sound,0655,FH,5.32 ,1.55 ,5.27 ,0.94 ,5.68 ,1.46 ,2.86 ,1.96 ,3.00 ,1.77 ,1.45 ,0.80 
Expanded,Plastic Bag,Daily Routine Sound,0657,F,5.50 ,1.47 ,3.82 ,0.91 ,3.91 ,1.02 ,4.27 ,1.88 ,2.09 ,1.02 ,1.77 ,1.15 
Expanded,Crash4,Breaking Sound,0658,F,6.36 ,1.68 ,2.68 ,1.57 ,4.12 ,2.42 ,5.64 ,2.38 ,2.16 ,1.93 ,4.24 ,2.17 
Expanded,Goat2,Animals ,0659,H,5.21 ,1.74 ,5.17 ,1.05 ,5.79 ,2.19 ,2.33 ,1.79 ,4.08 ,1.91 ,2.50 ,2.09 
Expanded,Motorcycle3,Transport,0664,F,4.55 ,1.82 ,3.55 ,1.34 ,4.32 ,1.78 ,5.27 ,2.35 ,2.18 ,1.18 ,3.41 ,2.06 
Expanded,Tiger,Animals ,0665,F,5.45 ,1.50 ,3.91 ,1.19 ,4.18 ,1.84 ,5.09 ,2.20 ,2.27 ,1.32 ,2.68 ,2.10 
Expanded,Shooting8,Breaking Sound,0667,F,7.88 ,0.95 ,2.71 ,1.08 ,3.08 ,2.17 ,6.29 ,1.85 ,1.71 ,0.81 ,3.08 ,2.38 
Expanded,Shooting9,Breaking Sound,0671,F,8.08 ,0.97 ,2.75 ,1.26 ,3.00 ,1.91 ,6.83 ,2.24 ,1.83 ,1.43 ,3.17 ,2.46 
Expanded,Shooting10,Breaking Sound,0672,F,6.86 ,1.32 ,3.14 ,1.25 ,3.55 ,1.74 ,6.14 ,1.78 ,2.41 ,1.47 ,3.68 ,2.01 
Expanded,Shooting11,Breaking Sound,0673,F,6.88 ,1.65 ,3.29 ,1.57 ,3.71 ,2.33 ,5.29 ,2.01 ,2.54 ,1.61 ,3.42 ,2.43 
Expanded,Shooting12,Breaking Sound,0674,F,6.23 ,1.34 ,3.32 ,1.29 ,3.86 ,1.67 ,5.36 ,2.11 ,2.09 ,1.11 ,3.14 ,2.29 
Expanded,Wind3,Nature,0677,FS,4.50 ,1.53 ,4.25 ,0.68 ,4.92 ,1.91 ,4.71 ,1.88 ,2.04 ,1.12 ,3.83 ,2.51 
Expanded,Vomit2,People,0679,F,7.05 ,1.40 ,1.64 ,1.56 ,3.64 ,2.04 ,4.68 ,2.70 ,1.23 ,0.43 ,2.32 ,1.76 
Expanded,Radio3,Daily Routine Sound,0681,U,3.92 ,1.74 ,4.21 ,1.53 ,5.29 ,2.10 ,3.38 ,1.86 ,2.54 ,1.69 ,2.79 ,1.93 
Expanded,Harp2,Music,0682,H,5.50 ,1.79 ,6.77 ,1.23 ,5.77 ,2.25 ,1.82 ,1.53 ,5.36 ,2.34 ,2.09 ,1.93 
Expanded,Shooting13,Breaking Sound,0683,F,4.88 ,1.45 ,4.17 ,0.96 ,5.08 ,2.00 ,3.63 ,2.41 ,2.25 ,1.26 ,2.21 ,1.86 
Expanded,Fire1,Daily Routine Sound,0688,U,3.54 ,1.28 ,4.79 ,0.98 ,6.54 ,1.86 ,2.83 ,1.79 ,2.46 ,1.53 ,2.21 ,1.50 
Expanded,Wash the Dishes,Daily Routine Sound,0689,U,3.86 ,1.17 ,4.23 ,0.92 ,5.95 ,1.53 ,2.86 ,1.70 ,2.50 ,1.68 ,2.14 ,1.36 
Expanded,Forest1,Nature,0690,H,4.59 ,2.02 ,5.82 ,1.99 ,5.18 ,1.68 ,3.05 ,2.26 ,4.36 ,2.28 ,3.55 ,2.39 
Expanded,Shooting14,Breaking Sound,0691,F,7.27 ,1.12 ,2.14 ,0.94 ,3.09 ,1.69 ,6.59 ,1.82 ,2.14 ,1.32 ,2.50 ,1.65 
Expanded,Collating1,Daily Routine Sound,0692,U,4.91 ,1.19 ,4.36 ,0.90 ,5.18 ,1.50 ,2.68 ,2.03 ,2.68 ,1.86 ,1.77 ,1.15 
Expanded,Knocking2,Daily Routine Sound,0693,H,4.95 ,1.73 ,6.32 ,1.67 ,6.32 ,1.49 ,1.82 ,0.91 ,5.27 ,2.19 ,2.27 ,1.35 
Expanded,Glass Flying,Breaking Sound,0694,F,6.25 ,1.42 ,3.29 ,0.91 ,4.58 ,1.64 ,5.08 ,2.19 ,1.96 ,1.00 ,2.33 ,1.55 
Expanded,Bowl2,Daily Routine Sound,0699,H,3.50 ,1.44 ,5.91 ,1.90 ,6.50 ,2.24 ,2.18 ,1.82 ,3.50 ,2.11 ,2.32 ,2.06 
Expanded,Bowl3,Daily Routine Sound,0701,H,3.92 ,1.56 ,5.33 ,1.17 ,6.75 ,1.62 ,2.46 ,1.74 ,3.58 ,2.22 ,2.38 ,1.56 
Expanded,Cicada3,Animals ,0703,H,4.79 ,1.84 ,5.88 ,1.15 ,6.29 ,1.60 ,1.88 ,1.30 ,3.79 ,2.00 ,2.21 ,1.32 
Expanded,SummerCountry2,Nature,0706,U,5.36 ,1.60 ,5.28 ,2.05 ,5.36 ,1.91 ,2.96 ,2.28 ,3.88 ,2.39 ,3.04 ,2.32 
Expanded,Barking1,Animals ,0707,F,5.77 ,1.54 ,3.73 ,1.16 ,5.14 ,1.93 ,5.00 ,1.90 ,2.73 ,1.52 ,2.50 ,1.90 
Expanded,Eatting2,People,0708,U,4.50 ,2.11 ,2.68 ,1.78 ,5.50 ,2.54 ,2.45 ,2.22 ,1.59 ,1.37 ,2.50 ,2.37 
Expanded,Motorcycle4,Transport,0710,F,5.32 ,1.29 ,3.77 ,1.31 ,4.18 ,1.68 ,4.82 ,2.04 ,2.59 ,1.47 ,2.82 ,1.76 
Expanded,Xylophone,Music,0713,H,6.04 ,1.77 ,5.88 ,1.72 ,4.72 ,2.15 ,3.72 ,2.35 ,5.00 ,2.18 ,3.32 ,2.39 
Expanded,Timepiece,Daily Routine Sound,0716,U,4.68 ,1.64 ,5.05 ,1.29 ,5.95 ,1.73 ,2.14 ,1.55 ,2.82 ,1.99 ,2.27 ,1.98 
Expanded,Washbasin,Daily Routine Sound,0718,FH,6.09 ,1.41 ,4.32 ,1.29 ,5.27 ,2.16 ,3.73 ,2.29 ,2.95 ,1.59 ,2.14 ,1.28 
Expanded,Close the Door2,Daily Routine Sound,0719,F,6.86 ,1.58 ,2.55 ,1.26 ,3.77 ,1.77 ,6.00 ,2.20 ,2.23 ,1.57 ,3.73 ,2.21 
Expanded,Machine16,Daily Routine Sound,0721,U,6.55 ,1.30 ,3.95 ,1.33 ,4.95 ,1.73 ,3.36 ,2.59 ,3.27 ,1.75 ,2.45 ,1.68 
Expanded,Machine17,Daily Routine Sound,0722,U,4.77 ,1.48 ,4.23 ,1.27 ,5.32 ,1.62 ,2.91 ,1.87 ,2.64 ,1.84 ,1.91 ,1.51 
Expanded,Electric Motor1,Daily Routine Sound,0723,F,6.08 ,2.06 ,2.33 ,1.13 ,4.63 ,2.36 ,3.67 ,2.32 ,1.92 ,1.14 ,2.42 ,1.93 
Expanded,Beating Gongs,Daily Routine Sound,0724,FH,7.38 ,1.13 ,3.96 ,1.46 ,3.67 ,1.88 ,4.04 ,2.29 ,3.46 ,1.86 ,1.88 ,1.39 
